Origen,Destino,Distancia carretera (km),Distancia 3D (km),Diferencia (km),Tiempo estimado (min)
Amatenango del Valle,Ocozocoautla de Espinosa,143.469,144.196,0.727,128.3
Amatenango del Valle,Ostuacán,253.833,255.234,1.402,214.2
Amatenango del Valle,Osumacinta,141.079,142.065,0.985,131.0
Amatenango del Valle,Oxchuc,76.842,77.198,0.357,74.5
Amatenango del Valle,Palenque,250.28,252.0,1.72,243.5
Amatenango del Valle,Pantelhó,116.839,118.482,1.643,140.0
Amatenango del Valle,Pantepec,198.313,200.286,1.972,191.6
Amatenango del Valle,Pichucalco,257.123,260.037,2.914,241.7
Amatenango del Valle,Pijijiapan,331.691,332.827,1.136,256.5
Amatenango del Valle,Pueblo Nuevo Solistahuacán,169.522,171.13,1.608,161.0
Amatenango del Valle,Rayón,189.191,191.05,1.859,178.5
Amatenango del Valle,Reforma,304.119,305.447,1.328,266.7
Amatenango del Valle,Rincón Chamula San Pedro,178.002,179.672,1.67,170.3
Amatenango del Valle,Sabanilla,181.259,184.058,2.799,229.1
Amatenango del Valle,Salto de Agua,223.155,224.711,1.557,220.1
Amatenango del Valle,San Andrés Duraznal,183.582,185.421,1.84,188.1
Amatenango del Valle,San Cristóbal de las Casas,42.58,42.714,0.134,40.7
Amatenango del Valle,San Fernando,125.823,126.573,0.75,121.1
Amatenango del Valle,San Juan Cancuc,99.111,99.832,0.721,116.7
Amatenango del Valle,San Lucas,74.758,75.24,0.482,93.0
Amatenango del Valle,Santiago el Pinar,80.168,80.928,0.76,105.0
Amatenango del Valle,Siltepec,199.039,200.604,1.565,210.6
Amatenango del Valle,Simojovel,141.908,143.887,1.979,173.1
Amatenango del Valle,Sitalá,127.113,128.394,1.282,150.3
Amatenango del Valle,Socoltenango,75.38,75.585,0.205,91.3
Amatenango del Valle,Solosuchiapa,235.526,238.454,2.928,231.7
Amatenango del Valle,Soyaló,121.948,122.938,0.99,124.6
Amatenango del Valle,Suchiapa,125.4,126.195,0.795,126.8
Amatenango del Valle,Suchiate,326.288,329.386,3.098,304.7
Amatenango del Valle,Sunuapa,295.705,297.326,1.621,263.7
Amatenango del Valle,Tapachula,282.525,285.604,3.078,268.6
Amatenango del Valle,Tapalapa,212.698,215.305,2.607,217.6
Amatenango del Valle,Tapilula,203.688,205.654,1.966,192.5
Amatenango del Valle,Tecpatán,220.313,221.712,1.4,189.3
Amatenango del Valle,Tenejapa,71.798,72.387,0.589,82.7
Amatenango del Valle,Teopisca,18.993,19.034,0.041,24.8
Amatenango del Valle,Tila,213.02,214.874,1.854,225.7
Amatenango del Valle,Tonalá,266.33,267.392,1.062,221.0
Amatenango del Valle,Totolapa,50.005,50.493,0.488,57.4
Amatenango del Valle,Tumbalá,194.184,195.639,1.455,201.3
Amatenango del Valle,Tuxtla Chico,302.6,305.714,3.113,280.3
Amatenango del Valle,Tuxtla Gutiérrez,102.448,103.073,0.625,91.3
Amatenango del Valle,Tuzantán,247.073,250.099,3.026,238.1
Amatenango del Valle,Tzimol,60.344,60.447,0.103,58.7
Amatenango del Valle,Unión Juárez,264.122,269.835,5.713,290.4
Amatenango del Valle,Venustiano Carranza,59.809,60.194,0.385,74.0
Amatenango del Valle,Villa Comaltitlán,273.742,276.798,3.056,263.2
Amatenango del Valle,Villa Corzo,204.669,205.778,1.109,213.1
Amatenango del Valle,Villaflores,175.296,176.124,0.829,168.9
